player_id,player,season,team,pos,age,experience,games,games_started,min_per_game,pts,reb,ast,stl,blk,tov,fg_pct,fg3_pct,ft_pct,per,ts_pct,usg_pct,bpm,vorp,ws,ws_48,salary,instagram_followers,twitter_followers,jersey_rank,marketability,is_star,war,performance_value,commercial_value,total_value
UR8BPJI4,Breanna Stewart,2019,NYL,F,25,3,29,29,34.3,21.8,9.9,4.4,1.6,1.8,2.7,0.466,0.337,0.887,29.4,0.499,22.1,9.1,3.8,0.9,4.396,268250.0,340000,142500,50,5.0,True,6.77,2030999.9999999998,1058250.0,1447350.0
SN6CUNU5,Quinn Lee,2019,NYL,C,23,1,30,25,33.1,8.6,8.5,3.3,1.4,1.1,2.9,0.484,0.184,0.797,17.5,0.521,23.2,0.2,0.4,0.6,2.712,132195.0,24014,2348,55,4.1,False,1.34,402000.0,789362.0,634417.2
AMXRSK7Q,Odyssey Quinn,2019,NYL,C,22,0,31,30,32.7,9.2,10.5,2.7,1.1,1.6,2.6,0.457,0.155,0.686,19.2,0.529,19.9,0.8,1.7,0.7,3.342,74984.0,36457,1933,56,5.4,False,1.74,522000.0,1030146.0,826887.6
K75HXK8W,Diamond Young,2019,NYL,G,25,3,27,25,29.0,12.8,5.6,5.3,2.2,0.4,2.3,0.424,0.298,0.899,23.3,0.459,23.3,2.2,3.4,0.6,3.378,128567.0,39470,8045,147,2.7,False,2.02,606000.0,24166.0,256899.6
EOMH7P9A,Erica Rodriguez,2019,NYL,G-F,28,6,28,25,26.6,12.6,4.9,6.7,1.4,1.2,1.6,0.391,0.242,0.836,28.0,0.463,22.4,3.9,5.7,0.8,5.284,139522.0,21145,12377,114,3.3,False,2.69,807000.0,246412.0,470647.19999999995
3EW8RPOG,Janelle Moore,2019,NYL,C,26,4,26,3,10.1,9.5,6.7,1.8,0.6,1.4,2.4,0.464,0.285,0.639,40.0,0.521,16.3,7.6,4.0,0.4,6.684,185269.0,28937,7916,57,5.2,False,1.54,462000.0,981433.0,773659.7999999999
2J2DU5CK,Lexie Green,2019,NYL,G-F,27,5,15,3,20.3,11.9,3.7,3.0,0.7,0.4,1.2,0.384,0.289,0.829,26.0,0.459,16.7,4.4,2.7,0.2,3.365,60000.0,13378,2466,57,2.1,False,1.19,357000.0,395465.0,380079.0
QYUGN8HK,Brianna Taylor,2019,NYL,F,22,0,20,4,13.4,7.1,6.6,2.0,0.7,0.4,2.1,0.394,0.331,0.789,30.2,0.473,25.1,5.6,3.0,0.3,4.743,60000.0,10917,1267,79,5.7,False,1.25,375000.0,822189.0,643313.3999999999
BDIGYG5J,Kayla Xavier,2019,NYL,G,26,4,13,1,13.6,9.8,2.2,4.3,1.1,0.2,3.0,0.42,0.337,0.88,31.8,0.476,21.1,4.8,1.7,0.2,5.264,111417.0,47459,2768,106,5.7,False,0.74,222000.0,518726.0,400035.6
ZFPEMH3U,Aaliyah Walker,2019,NYL,G,27,5,20,1,19.7,8.5,3.2,4.6,1.5,0.3,1.0,0.439,0.416,0.752,26.0,0.495,26.6,4.6,3.6,0.4,4.268,87074.0,17845,8318,149,5.4,False,1.59,477000.0,24426.0,205455.6
EKL0NMVG,Azura Brown,2019,NYL,G,23,1,14,3,17.5,9.3,2.2,3.8,0.6,0.4,2.2,0.405,0.306,0.785,23.4,0.462,20.6,2.3,1.1,0.2,3.995,151198.0,19562,13049,133,4.5,False,0.65,195000.0,164935.0,176961.0
RV6X34MA,Renee Xavier,2019,NYL,G-F,23,1,18,0,20.4,6.0,3.9,2.3,0.9,0.6,2.9,0.443,0.326,0.833,14.0,0.508,19.8,-0.1,-0.1,0.2,2.642,60000.0,13428,7634,96,5.2,False,0.43,129000.0,574190.0,396114.0
P15IPY1N,Kahleah Copper,2019,PHO,G-F,25,3,32,32,29.1,26.5,4.9,3.5,1.8,1.0,2.5,0.443,0.343,0.862,25.6,0.514,28.1,5.2,3.2,1.0,5.286,268250.0,90000,32500,50,5.0,True,4.11,1233000.0,1022250.0,1106550.0
988RJPLF,Ximena Johnson,2019,PHO,F-C,24,2,30,28,31.2,13.9,15.3,2.2,0.8,1.7,3.0,0.478,0.236,0.801,30.2,0.555,29.5,4.2,7.9,0.8,4.033,171874.0,11398,14878,139,3.8,False,3.56,1068000.0,93197.0,483118.2
0S63UGDM,Whitney Harris,2019,PHO,G,23,1,30,27,26.2,17.5,4.5,7.4,2.2,0.1,3.5,0.449,0.362,0.807,30.2,0.523,23.1,5.9,9.3,0.9,5.727,75979.0,42194,6609,140,5.7,False,3.8,1140000.0,130964.0,534578.4
ML8LLDC1,Brianna Lewis,2019,PHO,G-F,30,8,28,27,28.7,14.7,9.7,5.0,2.0,0.4,2.6,0.434,0.379,0.764,27.8,0.466,16.4,4.3,6.9,0.7,4.165,137242.0,40520,1100,112,5.1,False,3.1,930000.0,402045.0,613227.0
APJ269KI,Grace Young,2019,PHO,C,22,0,29,24,31.9,9.7,16.4,2.5,1.2,2.4,1.6,0.437,0.16,0.774,29.1,0.515,19.1,4.3,7.9,1.0,5.051,60000.0,37927,10881,91,5.6,False,3.57,1071000.0,677466.0,834879.6
DTD5ORD1,Destinee Thompson,2019,PHO,F-C,32,10,23,6,18.9,10.7,9.9,2.9,0.9,1.1,1.5,0.5,0.343,0.664,34.8,0.57,18.0,6.9,5.9,0.4,4.534,111606.0,18954,4645,58,5.7,False,2.37,711000.0,1062890.0,922134.0
9WQZOQ92,Kianna Young,2019,PHO,C,31,9,26,7,22.1,8.1,11.5,1.3,0.5,1.7,2.1,0.522,0.269,0.638,26.5,0.556,17.6,3.8,4.3,0.5,3.883,139096.0,44105,7407,88,4.7,False,2.04,612000.0,597042.0,603025.2
SLFJV7XN,Imani Carter,2019,PHO,G-F,24,2,18,0,11.6,5.8,2.4,3.9,0.7,0.2,2.9,0.441,0.264,0.829,27.7,0.507,15.4,4.9,2.0,0.2,4.425,60000.0,43416,7529,105,5.7,False,0.88,264000.0,530208.0,423724.8
TUFCZM3M,Whitney Martinez,2019,PHO,G,25,3,16,4,10.8,8.1,1.6,4.5,0.9,0.1,3.0,0.367,0.413,0.912,34.9,0.415,15.9,5.9,2.0,0.2,5.154,174534.0,20345,12072,77,5.0,False,0.84,252000.0,743242.0,546745.2
S4CQVHR4,Megan Davis,2019,PHO,G,29,7,20,1,10.0,16.6,2.1,4.0,0.9,0.4,2.8,0.415,0.33,0.8,40.0,0.463,18.6,8.8,3.5,0.3,6.793,127820.0,24429,8093,84,3.4,False,1.32,396000.0,457811.0,433086.6
RI1AU9QR,Cierra Garcia,2019,PHO,G,29,7,16,1,20.1,12.7,3.1,3.1,1.0,0.4,1.6,0.351,0.414,0.908,25.0,0.417,24.6,4.0,2.5,0.2,3.343,160473.0,22269,15329,74,3.0,False,1.18,354000.0,464256.0,420153.6
BRG7S616,Whitney Irving,2019,PHO,F-C,30,8,15,0,20.3,15.6,10.4,1.4,1.0,0.8,2.1,0.484,0.323,0.755,37.3,0.519,18.0,8.4,5.1,0.3,4.836,183120.0,23919,15890,60,2.7,False,1.94,582000.0,493550.0,528930.0
QURAMPUR,Jewell Loyd,2019,SEA,G,25,4,29,29,31.8,22.7,4.5,5.1,1.3,0.6,2.9,0.421,0.381,0.897,21.4,0.478,26.4,3.7,2.5,0.9,4.924,268250.0,140000,55000,50,5.0,True,3.22,966000.0000000001,1029500.0,1004100.0
Z0ILII79,Erica Green,2019,SEA,G,24,2,31,26,32.1,25.4,3.6,6.6,2.3,0.1,2.2,0.387,0.413,0.881,31.9,0.444,23.0,5.3,10.5,0.9,4.103,143967.0,16805,11541,136,5.5,False,4.45,1335000.0,168118.0,634870.8
O22WBXE0,Cameron Adams,2019,SEA,G-F,24,2,31,25,28.2,19.6,7.2,4.8,1.0,0.6,2.4,0.438,0.246,0.757,32.6,0.468,17.8,6.4,11.1,0.8,4.631,103619.0,20027,9453,51,3.9,False,4.5,1350000.0,782299.0,1009379.3999999999
AHO3MIZJ,Cierra Evans,2019,SEA,C,26,4,30,25,31.2,22.0,13.9,1.6,0.9,1.6,1.0,0.471,0.261,0.738,36.5,0.515,19.5,8.0,14.8,1.2,6.003,100241.0,15615,14183,132,4.9,False,5.74,1722000.0,189120.0,802272.0
DIFGDPLQ,Kayla Lewis,2019,SEA,G,29,7,28,27,26.2,21.1,4.8,7.5,3.5,0.6,2.3,0.412,0.37,0.815,36.8,0.446,26.3,7.7,11.2,0.9,5.68,114964.0,42647,8308,130,4.8,False,4.36,1308000.0,206492.0,647095.2
FSEAH98M,Destinee Lee,2019,SEA,G,22,0,24,5,11.6,12.0,1.7,3.7,0.7,0.3,2.8,0.414,0.391,0.864,40.0,0.471,21.3,9.2,5.1,0.4,7.314,144088.0,56732,1952,70,2.5,False,1.91,573000.0,407934.0,473960.4
B0PS9WDF,Deja Garcia,2019,SEA,G,27,5,28,1,20.7,11.3,3.9,3.9,1.4,0.3,1.8,0.393,0.394,0.759,25.3,0.446,21.7,2.9,3.3,0.6,4.72,150922.0,27383,10710,37,3.4,False,1.74,522000.0,777790.0,675474.0
OARXO21Z,Feyonda Vaughn,2019,SEA,F-C,25,3,25,4,18.5,6.8,6.8,1.2,0.7,1.0,2.8,0.494,0.234,0.716,23.8,0.539,28.8,3.7,3.4,0.3,3.506,123781.0,45045,2932,71,2.7,False,1.62,486000.00000000006,434591.0,455154.6
AEPY5J6I,Feyonda Robinson,2019,SEA,G,28,6,18,4,19.0,9.9,2.5,3.8,1.3,0.4,2.4,0.43,0.353,0.885,24.8,0.486,24.4,4.2,2.8,0.3,4.322,168039.0,23803,8637,100,3.7,False,1.3,390000.0,379801.0,383880.6
VNAQAT0G,Aaliyah Robinson,2019,SEA,F,24,2,13,2,14.8,13.1,4.1,1.6,1.2,0.5,1.1,0.467,0.332,0.829,37.0,0.526,28.7,7.8,3.0,0.3,6.641,170090.0,11211,14237,71,3.6,False,1.16,348000.0,577832.0,485899.2
RELC6PL9,Yolanda Smith,2019,SEA,G,28,6,13,2,20.3,16.8,3.9,5.5,1.1,0.2,1.4,0.449,0.408,0.864,36.7,0.52,25.6,7.8,4.1,0.3,5.334,107659.0,44414,1005,74,3.3,False,1.58,474000.0,511198.0,496318.8
A7QNACIJ,Megan Davis,2019,SEA,C,30,8,16,2,11.3,9.9,7.6,2.1,0.9,1.1,2.5,0.51,0.168,0.758,40.0,0.582,21.3,8.3,3.0,0.3,7.521,222729.0,34289,3220,108,3.1,False,1.14,341999.99999999994,268926.0,298155.6
4YZTVX9F,Cameron Foster,2019,WAS,G,25,3,29,26,33.1,26.2,3.4,9.6,1.5,0.6,1.6,0.411,0.386,0.882,33.6,0.47,15.5,6.2,11.8,1.2,5.878,112535.0,22113,10086,93,4.0,False,4.82,1446000.0,466576.0,858345.6
QM5UE7CG,Janelle Martinez,2019,WAS,G,23,1,30,28,28.1,12.2,3.5,5.2,2.5,0.5,2.9,0.39,0.305,0.934,22.1,0.44,20.0,2.6,4.4,0.5,2.927,82144.0,14294,1086,30,5.0,False,2.38,714000.0,1211538.0,1012522.7999999999
QACXVZ86,Unique Evans,2019,WAS,G,33,11,28,27,27.0,28.9,5.7,9.2,2.7,1.1,1.9,0.358,0.364,0.87,40.0,0.436,16.1,8.5,12.8,0.8,5.202,79139.0,45990,12108,59,5.6,False,4.86,1458000.0,1036907.0,1205344.2
I1P3FLCB,Paris White,2019,WAS,G-F,26,4,29,23,32.9,19.3,5.0,7.2,1.8,0.7,2.6,0.435,0.27,0.74,27.6,0.476,27.2,4.4,8.3,0.8,3.834,109316.0,39244,4539,73,5.3,False,3.74,1122000.0,831441.0,947664.6
M8D92YX0,Cierra Parker,2019,WAS,F-C,29,7,28,26,27.5,29.0,17.4,4.3,1.5,2.0,2.1,0.443,0.305,0.671,40.0,0.497,21.3,7.4,11.3,1.2,7.383,161059.0,38532,8951,137,4.5,False,4.44,1332000.0000000002,130273.0,610963.8000000002
YYDXO00Q,Elena Clark,2019,WAS,F,24,2,23,4,23.4,8.0,4.4,2.1,0.7,0.5,3.4,0.461,0.228,0.729,16.2,0.501,28.2,1.1,1.2,0.2,2.204,75378.0,17406,993,37,5.5,False,1.02,306000.0,1256024.0,876014.4
2X451CZB,Azura Vaughn,2019,WAS,C,29,7,26,5,18.7,7.1,10.8,2.1,0.5,1.2,1.2,0.517,0.292,0.691,31.9,0.594,22.5,4.9,4.7,0.6,5.559,162546.0,6397,7034,56,3.9,False,2.06,618000.0,742048.0,692428.8
ICL6WUWE,Megan Nelson,2019,WAS,F,26,4,27,1,11.0,8.4,6.3,2.1,0.7,0.9,2.8,0.424,0.247,0.823,40.0,0.503,19.9,9.0,5.3,0.5,7.293,158295.0,22823,10306,141,5.9,False,2.0,600000.0,121909.0,313145.4
TJYYYC9G,Haley Johnson,2019,WAS,C,24,2,14,3,20.5,5.1,4.2,1.0,0.6,1.2,1.7,0.475,0.172,0.695,13.4,0.54,25.7,-1.3,-0.7,0.1,2.368,121615.0,23648,4714,82,4.4,False,0.12,36000.0,609696.0,380217.6
B7TXGATB,Crystal Nelson,2019,WAS,F,28,6,20,5,19.5,7.8,5.2,3.1,0.8,0.8,3.2,0.441,0.233,0.697,20.5,0.488,17.4,1.5,1.2,0.2,2.649,147950.0,17705,2048,89,4.2,False,0.84,252000.0,522459.0,414275.39999999997
LJIS5ZII,Janelle Foster,2019,WAS,G,22,0,14,3,11.4,5.7,1.9,4.5,0.9,0.1,2.1,0.394,0.303,0.862,28.8,0.469,28.8,5.4,1.7,0.1,4.219,121904.0,18772,10157,40,5.1,False,0.72,216000.0,1135151.0,767490.6
CMZUQK0Y,Lexie Lewis,2019,WAS,F,22,0,17,2,10.8,5.8,3.2,2.8,0.6,0.5,1.9,0.468,0.342,0.738,29.4,0.529,21.0,5.3,1.9,0.2,4.143,64224.0,19824,1640,128,5.6,False,0.82,245999.99999999997,260004.0,254402.4
4UDA11PE,Feyonda Brown,2020,ATL,F,22,0,19,18,33.2,13.0,10.8,2.3,1.1,1.0,2.3,0.431,0.344,0.811,24.3,0.464,23.8,3.0,5.8,0.5,3.729,65000.0,30475,10373,140,3.9,False,2.99,897000.0000000001,88986.0,412191.60000000003
YPQ5EVCY,Erica Smith,2020,ATL,F,30,8,18,17,29.1,23.3,12.5,7.3,2.4,1.8,1.9,0.45,0.291,0.685,40.0,0.484,18.9,9.0,14.4,0.7,6.724,127720.0,28226,13798,63,2.7,False,5.46,1638000.0,477469.0,941681.3999999999
R1E98JVV,Paris Thompson,2020,ATL,G-F,28,6,17,13,31.4,26.2,9.1,6.5,2.1,1.4,2.3,0.417,0.356,0.849,40.0,0.487,19.1,8.1,13.3,0.8,6.788,213661.0,26473,14690,68,3.9,False,5.11,1533000.0,650611.0,1003566.6
A9CTJNBH,Megan Carter,2020,ATL,G-F,22,0,18,16,32.7,17.0,3.6,5.8,1.4,0.8,3.4,0.372,0.394,0.822,22.9,0.451,19.1,3.0,5.4,0.4,3.613,72062.0,23761,8470,71,3.4,False,2.79,837000.0,546192.0,662515.2
65TDHQ1V,Azura Williams,2020,ATL,F,25,3,18,17,25.2,23.0,11.9,4.2,1.9,1.3,2.0,0.474,0.335,0.838,40.0,0.523,26.1,8.1,11.2,0.7,7.052,180930.0,21064,1289,127,5.2,False,4.34,1302000.0,251925.0,671955.0
S03U04RR,Tiana Evans,2020,ATL,G-F,26,4,17,0,20.8,5.8,5.0,3.3,0.7,0.7,1.9,0.454,0.272,0.792,18.1,0.517,25.2,0.3,0.3,0.2,2.874,182300.0,47685,9335,106,2.5,False,0.77,231000.0,227851.0,229110.6
7MOEAGJM,Odyssey Lewis,2020,ATL,F-C,23,1,13,1,18.9,8.5,6.9,2.4,0.7,0.5,3.4,0.492,0.358,0.672,23.6,0.554,21.3,2.0,1.5,0.2,3.108,91052.0,46649,18588,125,4.4,False,0.93,279000.0,234541.0,252324.6
FUHIY4VB,Renee Evans,2020,ATL,F-C,29,7,15,3,13.3,13.0,9.3,1.4,0.8,1.0,1.9,0.426,0.25,0.808,40.0,0.499,25.5,8.9,5.4,0.3,6.114,78697.0,34026,10642,45,5.0,False,2.06,618000.0,1064467.0,885880.2
ZH0071S2,Tierra Green,2020,ATL,G,29,7,10,0,15.7,12.8,3.1,4.5,0.8,0.3,1.6,0.374,0.4,0.756,35.0,0.412,23.0,6.6,3.2,0.2,5.555,92026.0,21173,8769,65,6.0,False,1.28,384000.0,1035593.0,774955.7999999999
ZVR2NEMJ,Megan Carter,2020,ATL,G-F,22,0,18,3,18.7,9.5,4.0,3.0,0.8,0.6,3.3,0.469,0.352,0.919,21.6,0.516,20.5,1.6,1.7,0.2,3.278,98206.0,25692,8000,116,2.4,False,1.15,345000.0,169617.0,239770.2
Q5RE2186,Kayla Robinson,2020,ATL,F,33,11,16,3,10.6,10.7,5.2,3.7,1.0,0.5,3.2,0.462,0.249,0.81,40.0,0.516,17.3,7.7,4.0,0.2,6.616,184664.0,19689,2870,94,4.1,False,1.56,468000.0,469250.0,468750.0
3O0485QI,Brianna Foster,2020,ATL,G,22,0,17,4,10.8,7.1,2.4,2.8,1.4,0.3,1.3,0.396,0.413,0.882,32.2,0.431,20.6,6.4,3.6,0.2,5.017,65455.0,13896,13295,74,2.5,False,1.46,438000.0,386360.0,407016.0
QU6OSZWH,Crystal Moore,2020,CHI,G,23,1,20,16,25.3,14.6,3.3,5.1,1.6,0.6,2.6,0.373,0.285,0.855,26.3,0.414,15.7,3.9,6.0,0.5,4.711,191602.0,31640,18569,128,5.0,False,2.83,849000.0,235021.0,480612.6
3GH2KCIN,Zoe Johnson,2020,CHI,G,23,1,20,16,29.7,12.9,2.7,6.1,1.3,0.7,1.4,0.352,0.293,0.922,19.6,0.402,28.0,1.0,1.8,0.4,2.973,78143.0,21013,9229,40,4.2,False,1.69,507000.0,934940.0,763764.0
F7UVJXSC,Whitney Anderson,2020,CHI,G-F,27,5,19,17,29.3,19.7,6.4,7.7,2.0,1.0,2.2,0.423,0.37,0.769,33.9,0.478,19.4,7.2,12.4,0.6,5.409,137888.0,45151,4386,135,2.7,False,4.85,1455000.0,89075.0,635445.0
FV0KLUVH,Imani Young,2020,CHI,G,24,2,18,15,32.5,19.5,3.9,9.1,2.6,0.4,1.9,0.432,0.381,0.903,29.8,0.498,19.2,5.7,10.2,0.7,5.683,65000.0,18353,13142,45,4.4,False,4.27,1280999.9999999998,935572.0,1073743.2
PJSYW86U,Kayla Parker,2020,CHI,F,30,8,20,17,29.0,21.9,10.4,4.3,1.0,1.9,2.5,0.454,0.365,0.848,36.5,0.518,25.7,7.7,13.7,0.8,6.735,148420.0,19256,9892,59,2.7,False,5.33,1599000.0,498374.0,938624.3999999999
D5KZY3KU,Zoe Jackson,2020,CHI,F,29,7,12,2,20.4,8.7,8.2,1.6,1.0,0.8,3.0,0.442,0.237,0.778,26.3,0.515,22.8,3.2,2.4,0.2,4.3,176847.0,35924,1160,52,3.0,False,1.21,363000.0,596225.0,502935.0
DVGRVLPK,Yolanda Martin,2020,CHI,G-F,27,5,15,3,22.0,8.8,2.8,2.0,1.4,0.6,3.2,0.404,0.377,0.799,17.1,0.482,20.5,1.6,1.6,0.2,2.198,72044.0,4715,11250,146,3.4,False,1.12,336000.00000000006,35086.0,155451.60000000003
A93DRFZQ,Jasmine Rodriguez,2020,CHI,G,23,1,15,2,19.3,7.7,2.9,4.5,0.7,0.3,2.0,0.416,0.293,0.909,23.0,0.495,17.1,2.3,2.0,0.2,3.266,103373.0,43641,1373,124,2.9,False,1.18,354000.0,159211.0,237126.59999999998
0GY19WE1,Jasmine Thompson,2020,CHI,F-C,23,1,15,2,15.7,10.9,6.0,0.8,0.8,1.2,1.5,0.481,0.271,0.788,31.9,0.554,16.6,6.6,4.8,0.3,5.357,126715.0,35056,1991,138,4.5,False,1.92,576000.0,120334.0,302600.4
HWJRVCEE,Victoria Johnson,2020,CHI,F,31,9,14,2,15.6,10.1,8.3,2.8,1.2,0.9,3.3,0.44,0.311,0.727,36.2,0.501,19.1,8.0,5.4,0.3,6.641,131091.0,29998,3431,90,5.8,False,2.07,621000.0,711478.0,675286.8
8QB1ZVHV,Odyssey Xavier,2020,CHI,F,27,5,10,2,11.2,15.4,6.0,1.8,0.7,0.6,1.8,0.432,0.318,0.685,40.0,0.483,19.6,7.8,2.7,0.1,5.198,245504.0,44050,1542,41,4.0,False,1.04,312000.0,883647.0,654988.2
J6A4UTWE,Kianna Parker,2020,CHI,C,25,3,14,1,14.6,7.1,6.5,1.3,0.4,1.5,3.2,0.52,0.227,0.63,28.6,0.56,24.5,3.7,2.3,0.2,4.251,208894.0,9993,10055,43,3.0,False,1.1,330000.0,649203.0,521521.8
96CZN08V,Alyssa Thomas,2020,CON,F,28,6,19,19,28.5,13.0,9.7,9.0,1.5,0.7,3.2,0.525,0.272,0.666,23.2,0.593,16.7,6.3,3.2,0.6,5.099,342000.0,75000,33000,50,5.0,True,4.26,1278000.0,1020800.0,1123680.0
ZGU77HQD,DeWanna Bonner,2020,CON,F,33,11,18,18,36.0,18.2,6.3,2.9,1.2,0.9,2.1,0.43,0.332,0.812,20.1,0.464,29.8,2.9,1.9,0.4,3.091,342000.0,57000,27000,50,5.0,True,3.01,902999.9999999999,1018400.0,972240.0
B13DE5IW,Victoria Walker,2020,CON,G,23,1,18,16,33.1,17.7,3.7,6.4,1.4,0.6,3.2,0.423,0.292,0.82,22.8,0.497,15.6,2.4,4.3,0.5,3.688,78062.0,24755,6276,87,2.7,False,2.48,744000.0,347276.0,505965.6
KI4VUW8Q,Kianna Taylor,2020,CON,G,27,5,20,16,27.9,24.0,6.7,10.8,2.2,0.2,1.0,0.417,0.361,0.892,40.0,0.461,16.9,7.4,12.6,0.8,7.233,251124.0,45473,8999,47,3.1,False,4.97,1491000.0,648177.0,985306.2
XHK9O4KN,Elena Evans,2020,CON,F,23,1,20,17,29.2,12.3,7.5,3.3,1.8,1.1,1.8,0.426,0.27,0.82,23.9,0.503,19.9,2.8,4.9,0.5,4.487,82525.0,46103,3722,47,4.9,False,2.65,795000.0,1024083.0,932449.7999999999
VHLZ3EJ2,Yolanda Quinn,2020,CON,G,25,3,10,1,17.7,13.9,2.1,5.5,1.2,0.3,1.7,0.363,0.309,0.803,34.7,0.426,22.6,6.8,3.7,0.2,5.434,111957.0,11253,2972,54,4.1,False,1.48,444000.0,796566.0,655539.6
L0088DGH,Azura Jones,2020,CON,G-F,28,6,13,1,19.3,6.4,4.6,5.1,0.9,0.7,1.3,0.45,0.386,0.748,25.7,0.484,21.0,3.1,2.4,0.2,4.582,176562.0,27142,3193,59,4.8,False,1.21,363000.0,886112.0,676867.2
9H5U49BN,Odyssey Harris,2020,CON,G,27,5,16,4,11.2,7.8,1.6,4.9,1.5,0.4,1.6,0.438,0.35,0.858,39.5,0.501,20.9,7.8,4.3,0.2,6.532,145930.0,26978,2738,106,2.7,False,1.66,498000.0,244605.0,345963.0
0XH4LMQ4,Zoe Martin,2020,CON,G,29,7,12,1,13.3,9.8,3.0,3.8,0.8,0.1,2.8,0.444,0.335,0.756,30.7,0.48,29.4,4.7,2.3,0.2,5.174,65000.0,34146,13779,138,2.2,False,1.01,303000.0,59309.0,156785.4
HREN7PYO,Shyla Jones,2020,CON,G-F,25,3,10,2,12.4,7.6,3.2,3.6,0.8,0.6,2.0,0.46,0.248,0.855,31.1,0.497,17.0,6.0,2.3,0.1,5.463,181485.0,14019,1198,115,4.3,False,0.94,282000.0,310909.0,299345.4
0DZ884H5,Haley Walker,2020,CON,F,29,7,14,2,12.7,9.7,7.2,1.8,1.2,0.6,2.5,0.479,0.235,0.875,39.8,0.555,26.9,7.4,4.0,0.3,7.492,259966.0,30247,5688,73,2.2,False,1.58,474000.0,344781.0,396468.6
9PS4IB2O,Feyonda Carter,2020,CON,G-F,24,2,17,4,10.4,10.8,2.9,2.7,1.0,0.2,2.8,0.451,0.273,0.919,40.0,0.511,18.3,8.3,4.5,0.3,7.124,189140.0,29749,8417,96,2.0,False,1.72,516000.0,221527.0,339316.19999999995
N2GAXS3K,Megan White,2020,DAL,F,28,6,20,19,29.4,25.5,13.2,3.9,1.6,2.0,1.6,0.424,0.333,0.868,40.0,0.476,28.4,8.7,15.8,0.7,5.497,260810.0,23580,4520,126,3.7,False,5.96,1788000.0,187079.0,827447.4
W8C1H95Y,Lexie Martinez,2020,DAL,G,22,0,19,18,32.3,19.7,3.2,5.6,1.6,0.3,3.0,0.442,0.338,0.76,22.9,0.505,25.9,2.9,5.4,0.5,3.95,109169.0,38477,5578,86,3.4,False,2.85,855000.0,444996.0,608997.6
LIDAZVTQ,Grace Robinson,2020,DAL,F,24,2,20,19,32.2,17.3,11.2,2.2,1.5,1.6,2.6,0.394,0.308,0.705,27.8,0.441,20.7,5.1,10.1,0.6,4.45,211992.0,30188,1165,96,5.6,False,4.33,1299000.0,619512.0,891307.2
6XH7M2AL,Elena Nelson,2020,DAL,G-F,22,0,17,15,32.3,13.9,5.8,2.8,2.0,0.5,2.5,0.454,0.328,0.802,19.4,0.532,16.5,2.4,4.0,0.3,2.751,98328.0,23232,4127,144,5.2,False,2.29,687000.0,75645.0,320187.0
FA5NXTNV,Unique Parker,2020,DAL,F,25,3,20,17,31.8,20.8,8.7,2.4,1.6,1.8,2.2,0.469,0.243,0.846,28.9,0.526,29.3,4.4,8.6,0.7,5.114,114704.0,63067,9913,77,2.4,False,3.85,1155000.0,358703.0,677221.8
K5HW8D64,Imani Martin,2020,DAL,G,26,4,12,2,14.6,9.1,3.6,2.9,0.9,0.3,1.8,0.432,0.375,0.782,29.1,0.468,18.2,3.9,2.1,0.2,5.337,65000.0,11404,4717,72,5.4,False,0.98,294000.0,854941.0,630564.6
045TRB7I,Cameron Harris,2020,DAL,F,22,0,13,3,18.6,11.0,6.4,1.2,0.9,0.5,1.1,0.398,0.326,0.817,28.8,0.467,20.1,5.5,4.1,0.2,3.928,176769.0,32824,6396,114,5.2,False,1.72,516000.0,388879.0,439727.4
M7A72YBH,Quinn Carter,2020,DAL,F-C,22,0,18,5,20.3,9.9,5.0,1.3,0.5,0.7,2.6,0.472,0.309,0.824,20.7,0.529,28.9,2.6,2.9,0.3,3.345,65000.0,56445,12618,146,2.6,False,1.59,477000.0,29591.0,208554.6
DZ5MZMCY,Janelle White,2020,DAL,F,25,3,14,1,10.0,12.4,6.8,3.0,0.9,0.5,2.4,0.42,0.307,0.84,40.0,0.472,26.3,8.2,3.5,0.2,7.067,74200.0,30707,12308,140,4.6,False,1.35,405000.0,105157.0,225094.2
MVILQRK3,Crystal Smith,2020,DAL,G-F,24,2,10,2,11.3,10.0,3.5,3.7,1.0,0.2,2.8,0.447,0.343,0.773,40.0,0.518,22.3,7.6,2.6,0.2,7.127,193766.0,44271,3348,107,5.0,False,1.03,309000.0,444762.0,390457.2
624GH8AM,Shyla Moore,2020,DAL,C,27,5,16,2,10.4,5.8,6.5,0.8,0.6,1.7,2.7,0.448,0.178,0.625,36.0,0.489,25.6,7.1,3.6,0.2,6.864,65000.0,33076,13166,127,4.6,False,1.43,429000.0,225054.0,306632.4
186ZUSMX,Imani Green,2020,DAL,G,23,1,9,0,21.8,12.1,2.2,4.1,1.0,0.2,2.9,0.42,0.31,0.87,22.2,0.479,15.8,1.6,1.0,0.1,3.18,94596.0,28682,3299,138,2.8,False,0.67,201000.0,74591.0,125154.6
F8X7OX8O,Kelsey Mitchell,2020,IND,G,25,2,21,21,31.6,20.5,2.7,4.0,1.2,0.2,2.6,0.447,0.392,0.88,19.0,0.515,17.9,2.4,1.8,0.4,2.995,334613.0,51000,15000,50,5.0,True,2.77,831000.0,1016600.0,942360.0
